Make,Model,Kilometer,Fuel Type,Transmission,Location,Owner,Seller Type,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Car_Age,Engine (cc),Max Power (BHP),Max Power (RPM)
21,33,9000,6,0,11,1,2,1,4549,1796,1446,5,43,4,1332,161,5500
29,616,65000,2,1,4,3,2,1,3994,1811,1607,5,44,7,1497,108,3750
8,396,48000,6,1,15,1,2,1,3985,1734,1505,5,40,6,1197,82,6000
8,1030,91000,6,1,1,1,2,1,3585,1595,1550,5,35,14,1197,79,6000
8,1048,84873,6,1,28,3,2,1,4280,1767,1591,5,52,14,1692,129,4835
11,945,15000,6,0,45,1,2,0,4882,1894,1848,5,81,3,1995,268,5150
18,981,52000,2,1,39,1,2,1,3995,1821,1627,5,42,5,1497,115,3750
30,437,90000,2,1,9,4,2,1,4265,1695,1510,5,45,12,1364,68,3600
19,813,58000,7,1,15,1,2,1,3850,1695,1530,5,42,7,1197,83,6000
7,97,67000,6,0,15,1,2,1,3990,1680,1505,5,35,11,1198,87,6000
18,760,67000,2,1,73,1,2,2,4456,1820,1995,8,60,10,2179,120,4000
8,891,37556,2,1,49,1,2,1,3995,1770,1605,5,45,4,1396,89,4000
19,87,54000,6,1,6,1,2,1,3620,1475,1460,5,35,13,998,67,6200
7,96,42000,6,1,15,1,2,1,3990,1680,1505,5,35,6,1198,87,6000
31,113,55000,6,1,56,1,2,1,3995,1682,1483,5,45,8,1198,74,5400
16,535,23952,2,1,6,1,2,1,4655,1835,1760,5,60,6,1956,169,3750
19,929,92000,0,1,45,3,2,1,3599,1495,1700,5,35,10,998,58,6200
8,1033,34000,6,0,45,1,2,1,3585,1595,1550,5,35,12,1197,79,6000
19,193,44300,6,0,17,1,2,1,3695,1600,1560,5,35,5,998,67,6000
19,210,65000,2,1,1,1,2,1,4490,1730,1485,5,43,10,1248,89,4000
21,482,102000,2,0,54,1,2,0,4819,2141,1796,5,93,7,2143,201,3800
7,221,110000,6,0,15,1,2,1,4420,1695,1480,5,42,16,1497,118,6600
12,784,11000,6,1,56,1,2,1,4315,1800,1645,5,50,4,1497,113,6300
8,120,39000,0,1,45,1,2,1,3995,1680,1520,5,65,5,1197,68,6000
8,1026,65000,6,1,31,3,2,1,3565,1595,1550,5,35,16,1086,67,5500
1,5,42500,2,0,15,1,2,2,4624,2031,1429,5,52,6,1995,184,4000
1,21,80000,2,0,15,3,2,2,4899,2094,1464,5,65,12,2993,258,4000
19,930,25200,6,1,1,1,2,1,3539,1475,1700,5,35,12,998,68,6200
7,228,132683,2,1,36,1,2,1,4440,1695,1495,5,40,8,1498,99,3600
25,337,81000,2,1,44,1,2,1,4315,1822,1695,5,50,8,1461,84,3750
19,704,58888,6,1,15,3,2,1,4280,1767,1591,5,52,14,1692,129,4835
1,13,30000,2,0,15,1,2,2,4936,1868,1479,5,65,6,1995,188,4000
19,821,50599,6,1,11,3,2,1,3850,1695,1530,5,42,10,1197,85,6000
1,948,29000,2,0,6,3,2,2,4454,2044,1545,5,63,8,1995,184,4000
7,577,23000,6,0,11,1,2,1,3955,1694,1544,5,40,7,1199,89,6000
14,322,50000,2,0,33,1,2,0,4600,2069,1724,7,65,6,2179,188,3500
0,657,84878,2,0,49,3,2,0,4385,1831,1608,5,64,9,1968,174,4200
1,13,31000,2,0,15,1,2,2,4936,1868,1479,5,65,6,1995,188,4000
30,549,71063,2,1,50,1,2,2,4735,1830,1795,8,55,6,2393,148,3400
6,361,69001,6,1,15,1,2,1,3999,1765,1708,5,52,9,1499,110,6300
8,902,62000,2,1,15,3,2,1,4370,1700,1475,5,43,11,1582,126,4000
8,1043,82000,2,1,10,1,2,1,3995,1710,1505,5,45,13,1336,89,4000
30,441,49200,6,1,45,1,2,1,4265,1695,1510,5,45,14,1496,80,5600
18,848,8000,6,1,0,3,2,0,3985,1820,1844,4,57,4,1997,150,5000
19,914,58000,2,1,45,1,2,1,3995,1790,1640,5,48,6,1248,89,4000
19,92,64000,6,1,44,1,2,1,3545,1490,1475,5,35,10,998,67,6000
8,1025,48568,6,1,45,1,2,1,3585,1595,1550,5,35,13,1086,68,5500
10,977,66500,2,0,15,1,2,2,5252,1899,1457,5,83,11,2993,271,4000
18,1000,58590,2,1,36,1,2,1,4585,1890,1785,7,70,7,2179,153,3750
8,1024,59000,6,1,32,3,2,1,3565,1595,1550,5,35,16,1086,67,5500
19,817,47000,6,1,36,1,2,1,3850,1695,1530,5,42,12,1197,85,6000
8,1044,40000,6,1,36,1,2,1,3995,1710,1505,5,45,11,1197,83,6000
27,796,13092,6,0,45,1,2,1,4869,1864,1469,5,66,4,1984,188,4200
0,52,57057,2,0,40,1,2,1,4701,1826,1427,5,63,9,1968,177,4200
19,802,90000,2,1,40,1,2,1,3995,1695,1555,5,42,10,1248,74,4000
8,1036,45000,6,1,68,1,2,1,3995,1760,1555,5,45,10,1197,82,6000
19,190,44000,6,0,15,1,2,1,3715,1635,1565,5,35,7,998,67,6000
18,844,17000,2,1,33,1,2,0,3985,1820,1855,4,57,4,2184,130,3750
19,943,50860,6,1,6,1,2,1,3655,1620,1675,5,32,6,1197,82,6000
6,408,20000,2,0,33,1,2,2,4903,1869,1837,7,80,5,1996,168,3500
30,461,51000,2,0,45,1,2,2,4795,1855,1835,7,80,7,2755,174,3400
21,157,24000,2,0,27,1,2,2,4686,1810,1442,5,66,7,1950,192,3800
19,129,34908,6,1,45,1,1,1,3995,1745,1500,5,37,8,1197,83,6000
25,328,67000,2,0,45,1,2,1,4315,1822,1695,5,50,8,1461,108,3900
19,187,19000,6,0,45,3,2,1,3600,1600,1560,5,35,11,998,67,6000
27,627,30600,6,0,27,1,1,1,4689,1814,1496,5,50,6,1984,227,5500
1,13,49500,2,0,27,1,2,2,4936,1868,1479,5,65,7,1995,188,4000
7,576,18800,6,1,45,1,2,1,3955,1694,1544,5,40,9,1199,89,6000
8,389,100000,6,1,27,1,2,1,3985,1734,1505,5,45,9,1197,82,6000
8,284,50050,6,0,15,1,2,1,4270,1780,1630,5,60,8,1591,122,6400
8,281,14000,2,1,11,1,2,1,4270,1780,1630,5,60,4,1582,126,4000
23,835,55000,2,1,39,3,2,1,4331,1822,1671,5,50,11,1461,84,3750
6,611,23000,6,0,11,1,2,2,4784,2080,1391,4,60,7,4951,396,6500
8,292,35000,2,1,14,1,2,1,4300,1790,1635,5,50,5,1493,113,4000
19,195,20734,6,0,69,1,2,1,3695,1600,1560,5,35,6,998,67,6000
21,170,15200,2,0,15,1,2,2,4988,1890,1435,5,66,5,1950,241,4200
30,465,83000,2,1,30,1,2,2,4705,1840,1850,7,80,12,2982,169,3600
7,108,75000,2,1,4,1,2,1,3990,1680,1505,5,35,11,1498,99,3600
30,566,42794,2,0,6,1,2,2,4735,1830,1795,8,55,6,2755,172,3400
21,868,40000,2,0,15,1,1,2,5140,1928,1901,6,57,5,1950,161,4200
19,83,41000,6,1,47,1,2,1,3495,1475,1460,5,35,17,796,47,6200
7,222,72256,6,1,50,1,2,1,4420,1695,1480,5,42,16,1497,118,6600
0,38,17300,2,0,6,1,2,1,4456,1796,1416,5,50,7,1968,141,3500
18,769,68000,2,1,15,1,2,2,4456,1820,1995,8,60,8,2179,120,4000
8,886,43600,6,0,2,1,2,1,3995,1770,1605,5,45,6,998,118,6000
19,941,43000,6,1,2,1,2,1,3636,1475,1670,5,35,7,998,67,6200
19,916,17283,6,1,45,1,2,1,3995,1790,1640,5,48,4,1462,103,6000
19,804,59000,6,1,25,1,2,1,3995,1695,1555,5,42,11,1197,85,6000
19,420,88000,2,1,44,1,2,1,4296,1695,1685,7,45,8,1248,89,4000
21,169,19000,6,0,56,1,2,1,4630,1777,1432,5,52,10,1991,181,5500
1,964,9500,6,0,10,1,2,0,5151,2000,1805,6,83,4,2998,335,5500
8,299,36000,6,0,45,1,2,1,4270,1780,1665,5,55,7,1591,122,6400
25,594,32000,6,1,36,1,2,1,3679,1579,1478,5,28,8,799,53,5678
8,909,53300,6,0,68,1,2,1,4440,1729,1475,5,45,7,1591,121,6400
0,56,1,6,0,15,5,2,1,4762,1847,1433,5,54,3,1984,188,4200
1,946,32005,2,0,6,3,2,2,4454,1798,1545,5,61,5,1995,184,4000
6,409,35000,2,0,40,1,2,0,4892,1860,1837,7,80,7,3198,197,3000
1,955,18223,6,0,1,1,2,0,4708,1891,1676,5,60,3,1998,248,5200
18,829,92000,2,1,32,3,2,2,3995,1835,1839,7,60,9,1493,84,3750
8,381,22000,6,0,45,3,2,1,4570,1800,1465,5,50,6,1999,150,6200
8,904,62000,6,1,15,1,2,1,4370,1700,1475,5,43,11,1591,121,6300
25,582,4000,6,0,27,3,2,1,3991,1750,1605,5,40,3,999,71,6250
30,567,72000,2,0,40,1,2,2,4735,1830,1795,7,55,9,2755,172,3400
19,215,60798,6,1,45,1,2,1,4490,1730,1485,5,43,10,1373,91,6000
8,899,20000,6,0,56,1,2,1,4375,1700,1475,5,43,9,1591,121,6300
7,234,18000,6,0,15,1,2,1,4440,1695,1495,5,40,6,1497,117,6600
18,771,78000,2,1,40,3,2,2,4430,1817,1975,8,60,11,2179,120,4000
19,804,52000,6,1,15,1,2,1,3995,1695,1555,5,42,11,1197,85,6000
19,821,10000,6,1,30,1,2,1,3845,1735,1530,5,37,3,1197,89,6000
29,739,32000,2,1,54,1,2,2,4655,1965,1922,7,63,4,2179,154,4000
18,983,138000,2,1,6,1,2,1,4585,1890,1785,7,70,10,2179,138,3750
19,308,84500,2,1,3,4,2,1,3995,1735,1515,5,37,7,1248,74,4000
8,519,47000,6,1,14,3,2,1,3765,1660,1520,5,43,9,1197,81,6000
32,733,20000,2,0,15,1,2,1,4963,1879,1443,5,55,7,1969,190,4250
17,266,0,6,0,1,5,2,1,3850,1727,1414,4,44,3,1998,228,5200
8,900,73000,2,1,56,1,2,1,4440,1729,1475,5,45,7,1582,126,4000
21,719,72000,6,0,45,1,2,2,5246,1899,1494,4,80,14,4663,453,5250
7,572,42000,6,0,15,1,2,1,3955,1694,1544,5,40,10,1198,87,6000
21,483,9000,2,0,15,1,2,0,4924,2157,1772,5,93,4,1950,241,4200
24,633,33000,2,0,15,1,2,1,4280,1767,1591,5,52,10,1692,129,4835
19,814,36528,2,1,73,4,2,1,3850,1695,1530,5,42,10,1248,74,4000
19,817,30000,6,1,54,1,2,1,3850,1695,1530,5,42,13,1197,85,6000
16,533,17000,6,0,15,1,2,1,4655,1835,1760,5,60,4,1451,141,5000
32,967,79000,2,0,1,1,2,0,4644,1891,1713,5,70,9,2400,215,4000
1,953,15087,2,0,45,1,1,0,4657,1881,1678,5,67,6,1995,190,4000
18,763,41000,2,1,54,1,2,2,4456,1820,1930,8,60,7,2523,75,3200
32,969,32500,2,0,1,1,2,0,4953,2008,1776,7,71,4,1969,232,4250
0,61,61000,2,0,15,3,2,1,4933,1874,1455,5,75,10,1968,190,3800
21,482,85000,2,0,40,1,2,0,4819,2141,1796,5,93,8,2143,201,3800
21,157,55000,2,0,56,3,2,2,4686,1810,1442,5,66,6,1950,192,3800
25,591,45000,6,1,8,5,2,1,3679,1579,1478,5,28,8,999,67,5500
21,474,58000,2,0,39,1,2,1,4424,1804,1494,5,50,9,2143,134,3600
18,847,4400,6,0,45,1,2,0,3985,1820,1844,4,57,4,1997,150,5000
19,187,35000,6,0,15,1,2,1,3600,1600,1560,5,35,11,998,67,6000
19,80,22346,6,1,54,1,2,1,3395,1490,1475,5,35,9,796,47,6000
18,840,23280,6,1,5,3,2,0,3985,1820,1920,6,57,4,1997,150,5000
19,428,72000,2,1,45,1,2,1,4265,1695,1685,7,45,12,1248,89,4000
22,629,82000,2,0,45,1,2,2,4695,1815,1840,7,70,9,2477,176,4000
30,464,86000,2,0,40,3,2,2,4705,1840,1850,7,80,10,2982,169,3600
8,507,38000,6,1,36,1,2,1,3765,1660,1520,5,43,7,1197,81,6000
8,286,138314,2,1,27,1,2,1,4270,1780,1630,5,60,10,1582,126,4000
8,907,9900,6,0,45,1,2,1,4370,1700,1475,5,43,4,1591,121,6300
21,149,12500,2,0,27,5,2,2,4596,1770,1447,5,66,3,2148,170,3700
21,348,51529,2,0,6,1,2,2,5063,1860,1494,5,80,7,1950,192,3800
18,678,60000,2,1,36,1,2,2,3985,1850,1880,7,55,12,1493,100,3750
19,186,48000,6,1,27,1,2,1,3695,1600,1560,5,35,6,998,67,6000
11,255,90000,2,1,25,1,2,0,4395,1818,1640,5,60,7,1956,171,3750
19,722,63000,2,1,15,1,2,1,4300,1765,1590,5,48,8,1598,118,3750
19,183,65822,2,1,39,1,2,1,3600,1600,1560,5,35,8,793,46,3500
19,926,102000,5,1,49,1,2,1,3520,1475,1660,5,35,16,1061,58,6000
21,711,72100,2,0,45,3,2,2,5226,2120,1479,5,90,14,2987,235,4000
24,178,7534,6,0,45,5,2,0,4918,1983,1696,5,75,4,2995,335,5300
30,438,34000,6,1,56,1,2,1,3775,1695,1510,5,45,12,1197,80,5600
30,548,75000,2,1,73,3,2,2,4735,1830,1795,7,55,8,2393,148,3400
7,574,99000,6,0,51,1,2,1,3955,1694,1544,5,40,8,1199,89,6000
19,802,42000,2,1,54,1,2,1,3995,1695,1555,5,42,12,1248,74,4000
19,735,118000,6,1,56,1,2,1,4490,1735,1560,5,50,13,1586,102,5500
18,997,78000,2,1,45,1,2,0,4585,1890,1785,7,70,8,2179,140,3750
19,206,44000,6,1,15,1,2,1,4490,1730,1485,5,43,6,1462,103,6000
29,538,88757,2,1,28,3,2,2,4788,1903,1791,6,60,8,2179,154,4000
0,655,85000,2,0,11,3,2,1,4385,1831,1608,5,64,8,1968,150,3500
1,0,12136,2,0,27,1,1,1,4526,1800,1420,5,50,5,1995,188,4000
19,86,2200,6,1,45,1,2,1,4280,1767,1591,5,52,6,1692,129,4835
0,54,49000,2,0,44,1,2,1,4701,1826,1427,5,63,10,1968,177,4200
21,33,6000,6,0,15,1,2,1,4549,1796,1446,5,43,4,1332,161,5500
19,918,64000,2,1,36,1,2,1,3995,1790,1640,5,48,8,1248,89,4000
30,268,109000,6,1,45,3,2,1,4540,1760,1480,5,55,14,1794,132,6000
19,129,32000,6,1,15,1,2,1,3995,1745,1500,5,37,7,1197,83,6000
19,813,13000,6,1,15,1,2,1,3850,1695,1530,5,42,6,1197,83,6000
30,552,90000,2,1,73,2,2,1,4555,1770,1755,8,55,17,2494,102,5600
18,767,35000,2,1,54,1,2,2,4456,1820,1995,7,60,5,2179,120,4000
18,990,112000,2,1,46,1,2,1,4585,1890,1785,7,70,8,1997,138,3750
19,134,40000,6,0,56,1,2,1,3995,1745,1500,5,37,8,1197,83,6000
7,925,53580,6,1,36,1,2,1,3999,1734,1601,5,40,8,1199,89,6000
18,679,51500,2,1,36,3,2,2,3985,1850,1880,7,55,12,1493,100,3750
7,236,22000,6,1,51,1,2,1,4440,1695,1495,5,40,6,1497,118,6600
25,594,23700,6,1,47,1,2,1,3679,1579,1478,5,28,8,799,53,5678
19,805,48069,6,0,27,1,2,1,3995,1695,1555,5,42,8,1197,83,6000
0,53,48000,2,0,10,1,2,1,4726,1842,1427,5,54,6,1968,188,4200
27,626,47981,2,0,45,1,2,1,4659,1814,1476,5,50,10,1968,141,4000
8,70,26000,2,1,76,1,2,1,4500,1790,1675,7,50,4,1493,113,4000
12,783,63000,2,0,1,1,2,1,4315,1800,1645,5,50,5,1493,113,4000
30,461,71500,2,0,15,3,2,2,4795,1855,1835,7,80,6,2755,174,3400
8,504,16630,6,1,45,1,2,1,3765,1660,1520,5,43,9,1197,81,6000
0,61,36000,2,0,56,1,2,1,4933,1874,1455,5,75,7,1968,190,3800
7,244,47255,6,1,1,1,2,1,4440,1695,1495,5,40,8,1497,117,6600
18,991,50000,2,1,76,1,2,1,4585,1890,1785,7,70,7,2179,153,3750
1,20,18703,2,0,11,1,2,2,4963,1868,1467,5,66,4,2993,261,4000
0,64,7935,6,0,67,5,2,1,4939,1886,1457,5,73,4,1984,241,5000
8,296,9355,6,0,45,1,2,1,4300,1790,1635,5,50,3,1497,113,6300
25,592,34800,6,1,31,1,2,1,3679,1579,1478,5,28,7,799,53,5678
23,835,72000,2,1,14,3,2,1,4331,1822,1671,5,50,12,1461,84,3750
27,694,86288,2,1,27,1,2,1,4386,1699,1466,5,55,13,1598,103,4400
7,576,24003,6,1,6,1,2,1,3955,1694,1544,5,40,8,1199,89,6000
29,620,28000,2,1,6,1,2,1,3994,1811,1607,5,44,8,1497,108,3750
8,391,65000,2,1,1,1,2,1,3985,1734,1505,5,45,8,1396,89,4000
18,987,75000,2,1,38,1,2,1,4585,1890,1785,7,70,6,2179,153,3750
19,428,45000,2,1,24,3,2,1,4265,1695,1685,7,45,10,1248,89,4000
8,895,71000,2,1,24,3,2,1,4375,1700,1475,5,43,7,1582,126,4000
7,123,54000,6,0,36,1,2,1,4453,1735,1666,7,42,7,1497,117,6600
18,828,49776,2,0,45,1,2,2,3995,1835,1839,7,60,10,1493,84,3750
19,914,61000,2,1,32,1,2,1,3995,1790,1640,5,48,8,1248,89,4000
32,871,68000,2,0,45,3,1,1,4370,1783,1458,5,60,8,1984,150,3500
19,187,47884,6,0,56,1,2,1,3600,1600,1560,5,35,11,998,67,6000
27,624,56000,6,0,50,1,2,1,4670,1814,1476,5,50,8,1798,177,5100
7,224,58424,6,1,27,1,2,1,4420,1695,1480,5,42,15,1497,118,6600
8,1006,55000,2,1,1,1,2,1,3995,1660,1520,5,43,8,1120,71,4000
19,1017,100000,8,1,12,3,2,1,4280,1767,1591,5,52,29,1692,129,4835
30,567,45000,2,0,45,1,2,2,4735,1830,1795,7,55,8,2755,172,3400
19,703,75000,2,1,32,1,2,1,3715,1680,1620,5,43,14,1248,75,4000
27,690,47000,6,1,12,1,2,1,4386,1699,1466,5,55,7,1598,104,5250
8,907,38000,6,0,6,1,2,1,4370,1700,1475,5,43,6,1591,121,6300
19,76,17000,6,1,39,1,2,1,3395,1490,1475,5,35,9,796,47,6000
1,958,20000,2,0,36,1,2,0,4886,1938,1762,7,52,5,2993,258,4000
8,894,925000,2,1,33,1,2,1,4375,1700,1475,5,43,7,1582,126,4000
6,117,35000,2,1,7,1,2,1,3995,1704,1525,5,40,6,1498,99,3750
17,265,34303,2,0,6,3,2,1,3982,1727,1425,5,44,10,1496,114,4000
0,61,34000,2,0,21,1,2,1,4933,1874,1455,5,75,6,1968,190,3800
8,73,8000,2,0,27,1,2,1,4500,1790,1675,7,50,3,1493,113,4000
12,779,27000,2,1,29,1,2,1,4315,1800,1645,5,50,5,1493,113,4000
8,516,6600,6,0,27,1,2,1,3805,1680,1520,5,37,4,1197,82,6000
30,558,125000,2,1,45,4,2,2,4585,1765,1760,8,55,10,2494,101,3600
19,79,13424,6,1,60,1,2,1,3445,1515,1475,5,35,4,796,47,6000
19,77,78000,0,1,45,1,2,1,3395,1490,1475,5,35,10,796,47,6000
19,82,69276,6,1,27,1,2,1,3620,1475,1460,5,35,14,998,67,6200
8,908,31000,2,1,36,1,2,1,4440,1729,1475,5,45,8,1582,126,4000
1,22,33000,2,0,6,3,2,2,4936,1868,1479,4,78,8,2993,261,4000
19,930,54000,6,1,0,1,2,1,3539,1475,1700,5,35,13,998,68,6200
31,645,54000,2,1,6,1,2,1,3971,1682,1469,5,45,11,1498,89,4200
19,917,75000,2,1,3,1,2,1,3995,1790,1640,5,48,8,1248,89,4000
1,951,63651,2,0,6,1,2,0,4657,1881,1678,5,67,8,1995,190,4000
0,658,71796,2,0,6,4,2,0,4385,1831,1608,5,64,11,1968,174,4200
23,833,74000,2,1,24,3,2,1,4331,1822,1671,5,50,11,1461,84,3750
8,418,82461,6,1,27,1,2,1,3495,1550,1500,5,32,12,814,55,5500
19,309,66000,2,1,56,1,2,1,3995,1735,1515,5,37,7,1248,74,4000
18,760,87000,2,1,73,1,2,2,4456,1820,1995,8,60,10,2179,120,4000
21,474,61109,2,0,6,3,2,1,4424,1804,1494,5,50,9,2143,134,3600
29,849,32000,6,1,51,1,2,1,3793,1665,1587,5,35,6,1199,84,6000
21,718,6600,6,0,15,1,2,2,5246,1899,1494,5,80,4,2996,362,5250
18,848,14000,6,1,15,1,2,0,3985,1820,1844,4,57,4,1997,150,5000
8,1026,135797,6,1,39,3,2,1,3565,1595,1550,5,35,16,1086,67,5500
6,410,42475,2,0,56,1,2,0,4903,1869,1837,7,80,6,3198,197,3000
19,194,27239,6,0,6,1,2,1,3600,1600,1560,5,35,7,998,67,6000
2,790,66000,6,1,39,1,2,1,3495,1495,1518,5,38,12,995,62,5400
8,514,2272,6,1,27,1,2,1,3805,1680,1520,5,37,3,1197,82,6000
7,171,50000,6,0,45,1,2,1,4545,1820,1685,5,58,10,1997,154,6500
19,86,17491,6,1,36,1,2,1,4280,1767,1591,5,52,6,1692,129,4835
19,799,38674,6,1,50,1,2,1,3995,1695,1555,5,42,8,1197,83,6000
0,658,40000,2,0,15,1,2,0,4385,1831,1608,5,64,9,1968,174,4200
19,77,14000,0,1,44,1,2,1,3395,1490,1475,5,35,4,796,47,6000
25,587,32000,6,1,45,1,2,1,3679,1579,1478,5,28,6,999,67,5500
8,1044,72000,6,1,45,4,2,1,4280,1767,1591,5,52,13,1692,129,4835
6,369,82000,2,1,29,1,2,1,3999,1765,1708,5,52,8,1498,99,3750
21,122,52000,6,0,15,3,2,1,4359,2010,1557,5,50,12,1595,120,5000
16,1016,38500,3,0,15,1,2,1,4314,1809,1620,5,52,5,1692,129,4835
8,1010,56000,2,1,15,4,2,1,3995,1660,1520,5,43,11,1120,71,4000
7,241,42000,6,0,45,1,2,1,4440,1695,1495,5,40,9,1497,117,6600
8,303,57983,6,1,45,1,2,1,4270,1780,1630,5,60,9,1591,122,6400
0,40,15600,6,0,39,1,1,1,4456,1796,1416,5,50,7,1395,148,5000
8,894,26000,2,1,54,1,2,1,4375,1700,1475,5,43,6,1582,126,4000
21,717,5000,2,0,56,5,2,2,5246,1899,1494,5,70,4,2925,282,3600
19,802,90000,2,1,10,3,2,1,3995,1695,1555,5,42,14,1248,74,4000
21,349,43323,2,0,10,3,2,2,4879,1854,1474,5,80,9,2143,204,4200
27,625,94182,2,0,32,1,2,1,4670,1814,1476,5,50,5,1968,141,3500
8,755,3395,6,1,40,1,2,1,3610,1645,1560,5,35,3,1086,68,5500
19,421,53213,2,1,54,1,2,1,4265,1695,1685,7,45,11,1248,89,4000
6,409,93000,2,0,1,1,2,0,4892,1860,1837,7,80,8,3198,197,3000
10,970,45000,2,0,14,1,2,2,4795,1967,1416,5,56,7,1999,177,4000
30,463,110000,2,0,10,1,2,0,4795,1855,1835,7,80,8,2755,174,3400
30,273,70000,6,1,15,1,2,1,4620,1775,1475,5,55,9,1798,138,6400
29,93,40000,6,1,36,1,2,1,3990,1755,1523,5,37,5,1199,85,6000
32,965,52000,2,0,6,1,2,0,4425,1863,1652,5,54,7,1969,190,4000
19,206,6200,6,1,45,1,2,1,4490,1730,1485,5,43,6,1462,103,6000
7,924,75650,2,1,68,1,2,1,3999,1734,1601,5,40,8,1498,99,3600
8,1031,60000,6,1,62,4,2,1,3565,1595,1550,5,35,15,1197,80,5200
19,802,89000,2,1,39,1,2,1,3995,1695,1555,5,42,11,1248,74,4000
24,177,43000,6,0,45,3,2,1,4280,1767,1591,5,52,11,1692,129,4835
19,77,56000,0,1,1,1,2,1,3395,1490,1475,5,35,6,796,47,6000
8,894,57000,2,1,6,3,2,1,4375,1700,1475,5,43,8,1582,126,4000
8,415,56000,6,1,42,1,2,1,3495,1550,1500,5,32,13,814,55,5500
0,61,60000,2,0,45,1,2,1,4933,1874,1455,5,75,9,1968,190,3800
18,770,61805,2,1,25,1,2,2,4456,1820,1995,7,60,6,2179,140,3750
19,929,58000,0,1,15,3,2,1,3599,1495,1700,5,35,11,998,58,6200
29,615,33000,6,1,15,1,2,1,3994,1811,1607,5,44,6,1198,108,5000
7,225,70000,6,0,39,3,2,1,4390,1690,1495,5,42,17,1497,78,5500
19,195,48000,6,0,45,1,2,1,3695,1600,1560,5,35,11,998,67,6000
16,535,12400,2,1,44,1,2,1,4655,1835,1760,5,60,5,1956,169,3750
18,138,92000,2,1,39,1,2,2,3995,1745,1880,7,52,8,1493,70,3600
8,282,64000,2,1,1,1,2,1,4270,1780,1630,5,60,10,1582,126,4000
19,929,18000,0,1,15,1,2,1,3599,1495,1700,5,35,4,998,58,6200
18,580,53376,2,1,6,1,2,1,3675,1715,1655,6,35,9,1198,77,3750
7,235,70000,2,1,32,1,2,1,4440,1695,1495,5,40,9,1498,99,3600
18,137,70000,2,1,13,3,2,2,3995,1745,1880,7,52,6,1493,70,3600
8,902,65123,2,1,54,1,2,1,4370,1700,1475,5,43,11,1582,126,4000
7,100,58600,6,1,56,1,2,1,3990,1680,1505,5,35,11,1198,87,6000
8,887,7500,6,1,27,1,2,1,3995,1770,1605,5,45,4,998,118,6000
8,301,39000,2,1,45,1,2,1,4270,1780,1665,5,55,6,1582,126,4000
8,1026,23000,6,1,45,1,2,1,3565,1595,1550,5,35,16,1086,67,5500
19,980,27900,6,1,45,1,2,1,4445,1775,1700,6,45,6,1462,103,6000
19,425,42000,0,1,15,1,2,1,4296,1695,1685,7,45,6,1373,94,6000
1,958,27011,2,0,33,3,2,0,4886,1938,1762,7,52,9,2993,258,4000
25,590,122000,6,1,12,1,2,1,3679,1579,1478,5,28,9,999,67,5500
19,132,48000,6,1,50,1,2,1,3995,1745,1500,5,37,10,1197,83,6000
8,398,9000,6,1,45,1,2,1,3985,1734,1505,5,45,7,1197,82,6000
25,588,32000,6,0,12,1,2,1,3679,1579,1478,5,28,6,999,67,5500
30,562,54000,6,0,45,1,2,2,4735,1830,1795,7,65,7,2694,164,5200
23,791,57000,6,1,4,1,2,1,4425,1695,1505,5,41,13,1498,98,6000
21,482,90000,2,0,40,1,2,0,4819,2141,1796,5,93,8,2143,201,3800
7,144,49000,6,1,45,1,2,1,3610,1680,1500,5,35,9,1198,87,6000
19,918,71000,2,1,69,3,2,1,3995,1790,1640,5,48,7,1248,89,4000
19,817,20000,6,1,45,3,2,1,3850,1695,1530,5,42,11,1197,85,6000
19,930,12300,6,1,45,1,2,1,3539,1475,1700,5,35,13,998,68,6200
19,217,5000,2,1,39,1,2,1,4490,1730,1485,5,43,4,1248,89,4000
19,817,68000,6,1,45,1,2,1,3850,1695,1530,5,42,12,1197,85,6000
21,168,17000,2,0,15,1,2,1,4630,1777,1432,5,56,6,2143,136,3200
18,845,15000,2,0,15,1,2,0,3985,1820,1844,4,57,3,2184,130,3750
14,323,24444,6,0,6,3,2,0,4600,2069,1724,7,65,6,1999,236,5500
6,364,43000,2,1,45,1,2,1,3999,1765,1708,5,52,10,1498,89,3750
21,347,18000,2,0,51,1,2,2,5063,1860,1494,5,80,5,1950,192,3800
14,686,82000,2,0,40,1,2,0,4879,2073,1780,5,77,11,2993,289,4000
21,482,57000,2,0,14,1,2,0,4819,2141,1796,5,93,6,2143,201,3800
21,162,2610,6,0,6,1,2,2,4686,1810,1442,5,66,4,1991,201,5800
19,210,92000,2,1,30,3,2,1,4490,1730,1485,5,43,8,1248,89,4000
19,542,40879,6,0,45,1,2,1,3700,1690,1595,5,32,8,1197,82,6000
6,366,80000,2,1,24,1,2,1,3999,1765,1708,5,52,9,1498,99,3750
21,480,5500,2,0,27,5,2,0,4658,1890,1644,5,66,3,1950,192,3800
19,703,89000,2,1,14,3,2,1,3715,1680,1620,5,43,14,1248,75,4000
1,960,68690,2,0,27,1,1,0,4886,1938,1762,5,52,8,2993,258,4000
19,942,50000,6,1,8,5,2,1,3655,1620,1675,5,32,7,1692,129,4835
25,590,19000,6,1,36,1,2,1,3679,1579,1478,5,28,7,999,67,5500
27,692,130000,2,1,49,1,2,1,4386,1699,1466,5,55,13,1598,105,4400
